Record Length,2.500000e+03,,  -0.000009200000,   4.80000,
Sample Interval,1.000000e-08,,  -0.000009190000,   4.80000,
Trigger Point,9.200000000000e+02,,  -0.000009180000,   4.60000,
,,,  -0.000009170000,   4.80000,
,,,  -0.000009160000,   4.20000,
,,,  -0.000009150000,   4.60000,
Source,MATH,,  -0.000009140000,   4.80000,
Vertical Units,V,,  -0.000009130000,   4.80000,
Vertical Scale,5.000000e+00,,  -0.000009120000,   4.60000,
Vertical Offset,0.000000e+00,,  -0.000009110000,   4.80000,
Horizontal Units,s,,  -0.000009100000,   4.80000,
Horizontal Scale,2.500000e-06,,  -0.000009090000,   4.80000,
Pt Fmt,Y,,  -0.000009080000,   5.00000,
Yzero,0.000000e+00,,  -0.000009070000,   5.00000,
Probe Atten,1.000000e+00,,  -0.000009060000,   4.60000,
Model Number,TDS2004C,,  -0.000009050000,   5.00000,
Serial Number,C012246,,  -0.000009040000,   4.80000,
Firmware Version,FV:v24.18,,  -0.000009030000,   4.80000,
,,,-00.000009020000,   4.80000,
,,,-00.000009010000,   5.00000,
,,,-00.000009000000,   4.40000,
,,,-00.000008990000,   5.00000,
,,,-00.000008980000,   4.60000,
,,,-00.000008970000,   4.40000,
,,,-00.000008960000,   4.40000,
,,,-00.000008950000,   5.00000,
,,,-00.000008940000,   4.80000,
,,,-00.000008930000,   4.80000,
,,,-00.000008920000,   5.00000,
,,,-00.000008910000,   4.60000,
,,,-00.000008900000,   5.00000,
,,,-00.000008890000,   4.40000,
,,,-00.000008880000,   4.60000,
,,,-00.000008870000,   4.80000,
,,,-00.000008860000,   4.80000,
,,,-00.000008850000,   5.00000,
,,,-00.000008840000,   4.60000,
,,,-00.000008830000,   5.00000,
,,,-00.000008820000,   4.80000,
,,,-00.000008810000,   4.80000,
,,,-00.000008800000,   4.80000,
,,,-00.000008790000,   4.80000,
,,,-00.000008780000,   4.80000,
,,,-00.000008770000,   4.80000,
,,,-00.000008760000,   5.00000,
,,,-00.000008750000,   5.00000,
,,,-00.000008740000,   4.80000,
,,,-00.000008730000,   4.60000,
,,,-00.000008720000,   4.80000,
,,,-00.000008710000,   5.00000,
,,,-00.000008700000,   4.80000,
,,,-00.000008690000,   5.00000,
,,,-00.000008680000,   4.80000,
